title,content
"Obama: Climate Change ’Could Mean No More Glaciers In Glacier National Park,’ Threaten the Statue of Liberty - Breitbart","During Saturday’s Weekly Address, President Obama stated, “the threat of climate change means that protecting our public lands and waters is more important than ever. Rising temperatures could mean no more glaciers in Glacier National Park. No more Joshua Trees in Joshua Tree National Park. Rising seas could destroy vital ecosystems in the Everglades, even threaten Ellis Island and the Statue of Liberty. ”  Transcript as Follows: “Hi everybody. Earlier this summer, Michelle, Malia, Sasha and I headed west —  to the national parks at Carlsbad Caverns and Yosemite. And I’ve got to say, it was a breath of fresh air. We explored hundreds of feet underground, standing beneath dripping stalactites in New Mexico. We hiked up a misty trail next to a waterfall in California. And I even took a few pictures of my own  —   not bad, right? But the truth is, no camera  —   especially one with me behind it  —   can fully capture the beauty and majesty of America’s national parks. From Glacier and Denali to Gettysburg and Seneca Falls, our more than 400 parks and other sites capture our history and our sense of wonder. As FDR once said: ‘There is nothing so American as our national parks  …     the fundamental idea behind the parks  …     is that the country belongs to the people.’ This month, we’re celebrating the 100th anniversary of the National Park Service. And I want to encourage all of you to ‘Find Your Park’ so that you and your family can experience these sacred places, too. If you’re a military family, you can even get in free through Michelle and Jill Biden’s Joining Forces initiative. And if you’ve got a fourth grader in your family, you can get a free pass, too, by going to EveryKidInAPark. org. I hope you do. Because all across the country, the National Park Service is preparing for a big year. We’re revitalizing a grove of giant Sequoias in Yosemite repairing the Lincoln Memorial and enhancing the iconic entrance to our first national park at Yellowstone. As President, I’m proud to have built upon America’s tradition of conservation. We’ve protected more than 265 million acres of public lands and waters  —   more than any administration in history. We’ve recovered endangered wildlife species and restored vulnerable ecosystems. We’ve designated new monuments to Cesar Chavez in California, the Pullman porters in Chicago, and the folks who stood up for equality at Stonewall in New York  —   to better reflect the full history of our nation. And we’ve got more work to do to preserve our lands, culture, and history. So we’re not done yet. As we look ahead, the threat of climate change means that protecting our public lands and waters is more important than ever. Rising temperatures could mean no more glaciers in Glacier National Park. No more Joshua Trees in Joshua Tree National Park. Rising seas could destroy vital ecosystems in the Everglades, even threaten Ellis Island and the Statue of Liberty. So in the coming years and decades, we have to have the foresight, and the faith in our future, to do what it takes to protect our parks and protect our planet for generations to come. Because these parks belong to all of us. And they’re worth celebrating  —   not just this year, but every year. Thanks everybody. Have a great weekend. And see you in the parks!” Follow Ian Hanchett on Twitter @IanHanchett"
Report Accuses Facebook of Gender Bias Against Female Developers - Breitbart,"A newly published report has accused Facebook of rejecting female developer’s code 35 percent more often than code written by male developers. [The Wall Street Journal reports that an engineer at Facebook gathered data last year showing that code written by women at the company was more frequently rejected than code written by male developers. The report apparently set off a debate within Facebook internally about possible gender bias within the Silicon Valley tech company. CEO Mark Zuckerberg was even asked about the report during a weekly town hall meeting.  Senior Facebook officials conducted their own review of the Facebook engineer’s report following the outcry. Facebook’s Head of Infrastructure, Jay Parikh, published an internal post a month after the review which attributed the rejection rate gap to the engineer’s rank and level of work rather than their gender. This was seen by many employees as evidence that female developers were not rising through the ranks of Google at the same rate as their male counterparts. A Facebook spokesperson told the Wall Street Journal that the initial analysis by the Facebook engineer was, “incomplete and inaccurate  —   performed by a former Facebook engineer with an incomplete data set. ” However, the spokesperson did confirm Mr. Parikh’s analysis, which was based on data unavailable to the majority of employees. The spokesperson also stated that there aren’t enough women at senior engineering levels at Facebook and across many Silicon Valley tech companies. Tracy Chou, a diversity advocate and former software engineer at Pinterest said, “especially for mass consumer products, there are just going to be blind spots. ” The engineer that conducted the report who has reportedly been at the company for several years stated that she conducted the analysis, “so that we can have an insight into how the review process impacts people in various groups. ” The engineer stated that she analyzed five years of data that she pulled from Facebook’s own open repository of   data. Lucas Nolan is a reporter for Breitbart News covering issues of free speech and online censorship. Follow him on Twitter @LucasNolan or email him at lnolan@breitbart. com"
It Took Obama Six Hours to Respond to Benghazi and Hillary Didn’t Find Him - Breitbart,"President Obama did not personally respond to Benghazi on the night of the attack until more than six hours after the White House convened an emergency conference call, according to   State Department records reviewed by Breitbart News. [Obama’s   absence, during which the United States military did not have presidential orders to enter Libyan airspace to potentially save Americans, was apparently not interrupted by Hillary Clinton.  A State Department Operations Center Watch Log noted that the White House convened a “NOIWON” at 1621 Military Time, or 4:21 PM Eastern Time, on September 11, 2012 to respond to the developing “attack” on the U. S. consulate in Benghazi, Libya. “1621 The White House Situation Room convened a NOIWON, on behalf of the Watch, in which INR also participated, to report on an attack on the Diplomatic Mission in Benghazi,” according to the records. “NOIWON” stands for “National Operational Intelligence Watch Officer’s Network. ” A historycommons. org article on the   attacks defines NOIWON: A National Operations and Intelligence Watch Officer Network (NOIWON) conference call is established to allow government agencies in the Washington, DC, area to quickly share information regarding the ongoing events. But despite the White House acknowledging the emergency, Obama is nowhere to be found in the Watch records. The “ExecSec,” or Executive Secretary in the office of the Secretary of Defense, “visited the Watch” at 1635, or 4:35 PM. The Watch sent out three targeted alerts to various government agencies within the first hour. Finally, at 2227, or 10:27 PM, President Obama shows up in the Watch Log records. “2227 The Watch patched President Obama to the Secretary,” according to the records. The “Secretary” refers to Hillary Clinton. The secret records were obtained via a Freedom of Information Act request by attorney Mark Zaid on behalf of the group Veterans For a Strong America. “This is the watch log created by the State Department. The State Department has an operations center, and they maintain a log of all actions and communications that take place. This is the watch log, the record of communication, going in and out of the operations center,” Joel Arends, chairman of Vets For a Strong America, told Breitbart News. “For the president of the United States to have not interjected himself sooner in this process is a tragedy,” Arends said, noting that only President Obama could have obtained permission from the Libyan transitional government to use their airspace to send in the U. S. military. “Why did it never happen? Where was the president during this time?  …    He should have known that we had to request a formal order from the Libyan government to enter into their airspace,” Arends said. Arends thinks that Hillary Clinton should have intervened to find Obama. “Let’s ask the same questions of the Secretary herself. She’s a lawyer. Why wasn’t she pushing the president to fly Why did she never request presidential permission for our forces to fly into Libyan airspace?” Arends asked."
"NYT columnist: Yale detained my son, at gunpoint"," (CNN) As a noted memoirist and New York Times columnist who writes often about race, Charles Blow has spoken about the police killings of Michael Brown and Eric Garner, deaths that sparked a national debate over how police treat   men. On Monday, Blow wrote about another young black man’s encounter with police    his son, who was allegedly held at gunpoint on the Yale University campus where he’s a student. Blow took to Twitter on Sunday, writing that he was ”fuming” after his son called to tell him what happened Saturday    that he was walking out of the library when university police ”accosted” him and drew their weapons. Blow tweeted that his son was detained because he ”fit the description” of a suspect. Blow’s son was released, and Yale has said that the real suspect was found and arrested later. The columnist’s son was shaken. On Monday, Blow told CNN that his son is back in class and feeling better.  ”He’s a good kid, and just wants to go to school. But one thing that he told me was really astute and worth sharing: he doesn’t want this story to only be about him,” Blow said. ”He realizes that there are other young people who have fewer privileges, less access and endure even greater traumas, but whose stories go unreported until something truly tragic happens. He wants the focus to remain on them. I couldn’t be prouder of him for having the wisdom to recognize that.” Sunday night, the columnist was incredibly angry after he says his son called him to explain what happened. ”#I can’t breathe and #blacklives matter,” Blow posted in a series of tweets. ”This is exactly why I have NO PATIENCE for ppl trying to convince me that the fear these young blk men feel isn’t real #RacialBattleFatigue,” the columnist wrote in tweets that were shared hundreds of thousands of times. Yale released a statement Monday that said Blow’s son was detained in the vicinity of a reported crime, and that he closely matched the physical description of the suspect. ”Let us be clear: we have great faith in the Yale Police Department and admire the professionalism that its officers display on a daily basis to keep our campus safe. What happened . .. is not a replay of what happened in Ferguson Staten Island Cleveland or so many other places in our time and over time in the United States. The officer, who himself is African American, was responding to a specific description relayed by individuals who had reported a crime in progress,” it read. The statement continued: ”Even though the officer’s decision to stop and detain the student may have been reasonable, the fact that he drew his weapon during the stop requires a careful review.” The school promised to share the results of that investigation with the broader community. On Sunday, Yale spokeswoman Karen Peart wrote in email that Yale police responded to an emergency call from undergraduates in a residential community on campus, saying that someone had ”entered their rooms under false pretenses, pretending to be looking for someone.”  Students in the same community had been burglarized that week, Peart explained, and the police were looking for someone who was ”a tall,     student wearing a black jacket and a red and white hat.” The real suspect was later found on an adjacent residential community, was arrested and is expected to face felony burglary charges, according to Peart. Blow declined Sunday to talk to CNN about the incident, but he gave a detailed account in his Times column of what his son said happened.  When his son was leaving the Yale library around 5:45 p. m. Saturday, he saw an officer ”jogging” toward the entrance of another building across the grounds. Blow’s son recounted to his father that he started walking back to his dorm when he noticed a police officer following him and then speaking into his radio, saying, ”I got him.” The officer shouted, ”Hey, turn around!” according to Blow’s recounting of his son’s story.  The officer raised his gun and told the college student to get on the ground. Blow’s son, the columnist writes, dropped to his knees, raised his hand and laid down on his stomach. He was then asked for his name and where he went to school.  The student answered, according to the columnist. Then the officer told him to get up, gave the student his name and told the student to call him the next day, according to the column’s retelling. Then Blow’s son said he got up and started to walk back to his dorm.  According to Blow, his son told him: ”’I was scared. My legs were shaking slightly. After a few more paces, the officer, ’Hey, my man. Can you step off to the side?’ ” The student did as he was told. Then one officer asked him to turn around to get a better view of the jacket the student was wearing. The officer asked for the student’s name again and his ID. Blow’s son complied, according to the columnist. Then the officer held him longer, asking more questions, Blow writes.  ”Now, don’t get me wrong: If indeed my son matched the description of a suspect, I would have had no problem with him being questioned appropriately,” Blow wrote in the Times. ”School is his community, his home away from home, and he would have appreciated reasonable efforts to keep it safe. The stop is not the problem the method of the stop is the problem.” Blow wrote that the dean of Yale and the university police chief have apologized to him.  But he wants answers.  ”Why was a gun drawn first? Why was he not immediately told why he was being detained? Why not ask for ID first? What if my son had panicked under the stress, having never had a gun pointed at him before, and made what the officer considered a ’suspicious’ movement? Had I come close to losing him?  ”Triggers cannot be unpulled. Bullets cannot be called back,” Blow wrote. ”This is the scenario I have always dreaded: my son at the wrong end of a gun barrel, face down on the concrete,” he added. ”I had always dreaded the moment that we would share stories about encounters with the police in which our lives hung in the balance, intergenerational stories of joining the inglorious ’club.’ ”"
Van Jones: Trump Won Rust Belt Because of Dems ’Arrogance and Elitism’ - Breitbart,"Thursday on ABC’s “The View,” former Obama administration green jobs czar and CNN contributor Van Jones said Democratic presidential nominee Hillary Clinton lost to   Donald Trump because Democrats’ “arrogance and elitism,” caused them to ignore the suffering in the rust belt states.  Partial transcript as follows: JONES: There’s more going on than the media has gotten to. There’s heartbreak all around and we got to start listening to each other. GOLDBERG: But here’s my question. Now that we are starting to see the plans and the people Donald’s putting in, how is this going to affect them? Because you know, all of the things that these families have put their hopes and dreams on him  —   JONES: Listen, tell you what, they’re going to be patient with Donald Trump because they’ve been waiting for a long time. And I’m going to tell you something as a liberal, when those factories started closing, did the NAACP come help? Did Green Peace? Did the National Organization for Woman, did any liberal group come? We as liberals can’t be mad. We didn’t ask them for a date. We didn’t try to say come with me to dinner. So then Donald Trump shows up and takes them out and now we’re mad. BEHAR: How do you account for the fact that she has 2. 5 million more popular votes than he then? JONES: It was the weakness in the rust belt. That’s where she lost it. I was saying back in June —  those   blue states are hanging by a thread and nobody went there to fix it. BEHAR:  They didn’t agree. They didn’t see it. When I interviewed Nancy Pelosi, I said what if he wins, she said ‘he’s not going to win.’ JONES: Arrogance and elitism, and I love Nancy Pelosi. Follow Pam Key On Twitter @pamkeyNEN"
Netanyahu: We Must Retain West Bank to ’Assure Our Existence’,"The Times of Israel reports: Prime Minister Benjamin Netanyahu on Tuesday said that Israel must maintain its military control over the West Bank in the event of a peace agreement with the Palestinians. [“The idea that we can give up territory and achieve peace is not right,” Netanyahu told Army Radio in a   holiday interview. “In order to assure our existence we need to have military and security control over all of the territory west of the Jordan [River],” he said, reaffirming his commitment to a policy that is rejected by Palestinians, who seek a full Israeli withdrawal from the territory.  In the radio interview, Netanyahu asserted the root of the conflict lies not with Israeli settlements in the West Bank, but rather in Palestinian intransigence regarding recognition of Jewish rights to any part of the land. Read more here."
Metta World Peace Makes Case for Racist Jokes - Breitbart,"Watching the Golden State Warriors smack down the Oklahoma City Thunder on Thursday night, former NBA champion Metta World Peace, a. k. a. Ron Artest, decided to promote racial harmony through comedy while offering some guidelines to prevent future hurt feelings. [In his own words:  I love Racist jokes. So funny. I wish the world wasn’t so sensitive  …    I love when white people make black low blow jokes and vice versa.  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  We need this sensitivity to stop so we can get back to comedy.  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  If I were president I would allow Everyone in the world 2 rascist jokes per ethnicity per year. No losing jobs . Btw, okc getting beat bad,  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  This really wise man said we are not the same. And that is what makes us so special as people. We are so different, and that’s so cool,  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  Be different. Feel good about who you are. Love other people. And make tons of jokes. We need more comedy. If you agree, retweet me,  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  I think the only jokes that are bad are like Slave jokes and holocaust jokes. Some people be serious and not joking. But we need more laughs,  —   Metta World Peace (@MettaWorldPeace) November 4, 2016,  Metta might really have something here. Can coincidence account for the fact that race relations have worsened as   and political correctness have grown? Now, even liberal and relatively   comedians such as Jerry Seinfeld won’t perform at colleges because of how politically correct they’ve become. No, it is definitely no accident. Follow Dylan Gwinn on Twitter: @themightygwinn"
The Internet Thinks I’m Still Pregnant - The New York Times,"I found out I was pregnant the normal way: I peed on a stick. But I didn’t examine it right away for the verdict. My husband and I had been trying to conceive for a long time and during a difficult year, so I held off looking at the stick for as long as I could to give it plenty of time to think about its answer. While I was showering, a beautiful magenta plus sign materialized. I ran into our bedroom and pounced on my   husband with a cry of joy. I tried to speak but ruined the moment by squeaking out the news in a choked, shrill voice. As I cried, he held me and called me sweetheart. We were both so happy. Like many   I have an app for just about every important thing in my life. I have a health tracker that I ignore, a budget tracker that I ignore, an app to pay my bills that I try to ignore, and a period tracker that I’m obsessed with. Every week, I religiously tracked my mood on the period tracker along with my core temperature, the viscosity of various fluids, how often my husband and I were having sex, if sperm was present, etc. The app had more intimate knowledge of my reproductive behavior than my husband or any doctor. On the day of my positive pregnancy test, I logged into my period tracker to share the good news. When I did, it suggested a pregnancy app that I downloaded immediately. It was full of bright colors and interactive graphics. The app used words like zygote and blastocyst, which were not Pokémon names but developmental stages where brain stems or cell clusters form what would eventually become ears, kneecaps, nostrils, toes, lips and everything else. With a quick tap on the screen, I could see how big my baby’s hands were, look ahead to what new and weird things my body would do in the coming days and weeks, and read blogs from new and seasoned mothers. All it asked of me was some basic personal information: email, address, age and date of my last period. I typed in all that info without a second thought. According to my app, my baby was the size of a lavender bud: tiny, perfect and mine. I miscarried a month later. It happened around 2 a. m. on Dec. 27, two days after our Christmas Day announcement to our families that we were expecting. I had the perfect miscarriage. I’m not just saying that the doctor used those exact words while she had her hand between my legs. At home, my body had shed the pregnancy, and my uterus had already tilted back into   position. The doctor assured me that in a day or two the swelling would be gone and everything would be back to normal. She was impressed. I tried to feel flattered, but I’ve never been good at taking compliments. “Thanks,” I said. The doctor had been treating me as if I were made of glass. When I described the mass I’d passed earlier that could have fit in my cupped palm, she winced with empathy and confirmed that it was unlikely that they could have saved the pregnancy. “Yes,” I’d said in response. “I assumed so. ” Then she asked me a third time if my husband knew where I was. I didn’t blame her for her concern. My hair was unwashed, and I was swimming in my husband’s dirty sweats. I had already made a 3 a. m. Walmart run for feminine products and spent hours rotating between my room, the couch and the bathroom trying to ease my labor pains while I waited for the clinic to open at 10 a. m. Yes, I was fine, I told the doctor, again. Yes, my husband knew I was pregnant. I hadn’t thought he would need to accompany me to get checked out, but I made a mental note to bring him with me if I ever went through this again. After the doctor left, the nurse asked me if I was O. K. I assured her I was fine. I spent the next few weeks assuring people I was fine. “One in three first pregnancies ends in miscarriage,” I would say. Or, “I never really felt pregnant. ” Which was true. The most seemingly real thing about my pregnancy, oddly enough, had been the lavender bud avatar on my pregnancy app that had grown to the size of a chocolate chip before dying. When I got home from the clinic, I opened the app and terminated my virtual pregnancy with the touch of a button. The app immediately responded with a consoling email and cleared my data. It was then, when the chocolate chip avatar disappeared, that I finally let go and cried. As the months passed, I felt less and less fine about the miscarriage. It wasn’t that I had affected serenity or acceptance at the time. (I’d truly felt in control and somewhat detached.) I was grateful that my body had done exactly what it was designed to do. But as time wore on, I found myself crying at unexpected moments or talking too defensively when someone who was unaware asked if my husband and I were going to try to have children. Meanwhile, all those milestones I had been anticipating came and went: first ultrasound, hearing the heartbeat, fingernail development, the gender reveal and so on. Had I been pregnant, each phase would have filled me with excitement, trepidation and wonder. As each   ticked by, I lay awake at night imagining the little chocolate chip growing to the size of a walnut and then a peach as the sadness descended upon me and remained until I fell asleep. I hadn’t realized, however, that when I had entered my information into the pregnancy app, the company would then share it with marketing groups targeting new mothers. Although I logged my miscarriage into the app and stopped using it, that change in status apparently wasn’t passed along. Seven months after my miscarriage, mere weeks before my due date, I came home from work to find a package on my welcome mat. It was a box of baby formula bearing the note: “We may all do it differently, but the joy of parenthood is something we all share. ” I took the box inside and read the congratulatory card that gently urged    mothers toward formula feeding. I pulled out the various types of formula and wondered about the nutritional quality of a product that could sit in the sun for hours before being consumed by a brand new  . After packing the formula back into the box, I snapped a picture and texted it to my best friend. “Well, the internet still thinks I’m pregnant,” I wrote. “Maybe the mailman now, too. ” Then I laughed, because what else could I do? It seemed ludicrous that the only remaining evidence of my pregnancy was an erroneously sent product I’d never intended to use from people I had never told at a company I’d never heard of. My husband and I had been careful to tell just close friends and family of our pregnancy. We hadn’t wanted to share the news beyond that tight circle until we were past the first trimester, for obvious reasons: We hadn’t wanted to explain ourselves if anything had gone wrong. After spending months carefully managing our news, it was the internet, of all things, that bungled our plan. The same internet that seems to know everything about us  —   what TV shows we watch, which bras I prefer, what our political and religious affiliations are  —   had no idea that our baby had died. This might have upset me. Instead, I laughed. And I found comfort in the laughter. Part of me liked the idea that a   entity like the internet, which is so intimately involved in every trivial aspect of our lives, had completely missed the most important news of all. I also liked that our baby remained a piece of living data to someone. As far as the internet is concerned, my pregnancy proceeded normally and I gave birth and became a mother last month. Two years from now, it will probably assume I’m dealing with potty training and send me samples of training pants. And in five years, it will surely come calling with offers of school supplies for my kindergarten student. Where will it end? Someday it may think I’m panicking about an insufficient college fund and then express concern about whether or not my husband and I are embracing our empty nest. In the end, though, it’s this thought I like most: My little chocolate chip, long since deleted, is indeed out there somewhere, drifting around in cyberspace, endlessly trolling the internet."
Bill Clinton Went There: ’We Are All Mixed-Race’ - Breitbart,"While Hillary Clinton is looking to clinch the Democratic nomination with strong support from black voters in southern states, her husband Bill Clinton’s recent comments may end up alienating them. [During a campaign rally in Tennessee Friday, the former president was introduced by Rep. Steve Cohen as a “  for the first black president. ”  Bill Clinton took the joke and ran with it, asking the audience, “You know what we learned from the human genome?” “We learned that unless your ancestors, every one of you, are 100 percent, 100 percent from   Africa, we are all   people,” Bill Clinton said.  President Clinton (not to be outdone by actress Meryl Streep, who just days earlier told reporters in Berlin that “we’re all Africans“) also said President Barack Obama wasn’t a “ ” like his wife Hillary Clinton. The Clinton campaign still boasts a double digit lead over the socialist Senator Bernie Sanders. But signs suggest Sanders is cutting into that lead with a growing ground game, according to liberal MSNBC reporter   Reid. Follow Jerome Hudson on Twitter @jeromeehudson"
NYPD mourns a messenger of forgiveness," (CNN) New York Police Detective Steven McDonald may never have known the impact he made on others, but he wasn’t great at getting attention anyway. Watch ”New Day” and ”CNN Newsroom” each Friday to see inspiring stories of officers going above and beyond the call of duty. ”My dad was the most humble person, it was never about him,” said his son, Conor McDonald. Last month, thousands of mourners crowded New York streets and overpasses as McDonald’s body traveled from his home on Long Island to St. Patrick’s Cathedral. His funeral was officiated by Cardinal Timothy Dolan and attended by hundreds of members of the NYPD and New York City government. His wife, Patti Ann McDonald, said, ”Knowing what he went through 30 years after he was injured. (The funeral) was beautiful. The city, the outpouring of support, I was speechless.” Stunning act of forgiveness, Three decades ago, Steven McDonald was a new cop with the NYPD.  He was on patrol in Central Park when he questioned a group of teens. One of them, a    boy, shot McDonald three times. A bullet pierced McDonald’s spine and he was paralyzed from the neck down. Doctors gave him five years to live.  McDonald remained hospitalized for months, while Patti Ann gave birth to Conor. On the day of Conor’s baptism, McDonald publicly forgave his attacker, charting a new course for his life. ”I wanna forgive the kid that shot me,” he said.  McDonald’s act of forgiveness came less than a year after the shooting. ”When he decided to forgive, some people didn’t agree with him,” recalled Patti Ann. ”But, in order for him to move forward, to let go what was inside, he needed to.” McDonald brought his message of forgiveness, faith and love to   schools and church groups. He also traveled around the world to   communities in places like Northern Ireland, Bosnia and Israel.  ”He spoke with President Reagan, met with Pope John Paul II and Nelson Mandela, and    in 2015    saw Pope Francis in Central Park, not far from where his life changed forever,” said NYPD Commissioner James O’Neill at the funeral. The family said McDonald would hand out cards with a poem titled, ”You are special” to fellow police officers, reminding them to protect and serve, and to always return home safely. ”We still get notes with pictures of those original cards from people who were touched by my father,” said Conor, ”I would come home and say, ’Dad, you don’t know how important you are’ and he would say, ’I’m just doing my thing. ’” In the McDonald home, there is a wall filled with pictures of some of McDonald’s memories and travels. One, in particular, is Conor’s favorite. It’s shows Patti Ann holding a baby Conor up to his father, their foreheads touching. ”My dad and I would rub our heads together, because we couldn’t hug,” Conor said. ”That’s how we’d show affection toward each other. We’d do that until the day he died.” A family united by service, In 2010, like his father, Conor joined the NYPD. He recently was promoted to the rank of sergeant. It was the bond between Conor and his father that Patti Ann said was Steven’s greatest accomplishment. The two McDonald men could often be found   at Madison Square Garden, both loyal fans of hockey’s New York Rangers. ”He and I weren’t afforded the opportunity to play catch, throw a ball, or pass the puck around. We were just   it was the greatest experience,” Conor remembered. ”When the Rangers won, my dad could walk again.”  In the   season, the New York Rangers established the Steven McDonald Extra Effort Award in his honor.  And on the evening of McDonald’s funeral, the New York Rangers again honored Steven for his loyalty and life.  Rangers fans participated in a standing ovation, while Conor and Patti Ann dropped the puck for the team’s game.  A standing cheer for a man who    despite his appearance    had no limitations. He was a father, husband and hero, who devoted his life to others, up until his last breath. ”I truly believe he is in a better place,” Patti Ann said. ”He’s not suffering or in pain. He’s walking and he’s free.”"
"76ers Apologize for Axing BLM Protester, Invite Her Back to Sing Anthem - Breitbart","Friday the Philadelphia 76ers apologized to soloist Sevyn Streeter for canceling her singing of “The Star Spangled Banner” at their home opener for wearing a “We Matter”  . [The club   Streeter to come back to sing the national anthem saying that they were “sorry that this happened. ” Wearing a shirt that said “We matter,” the singer told the Associated Press that the team axed her performance just moments before she was about to sing.   According to the NBA official website, the Sixers released a statement Friday which said: “We are sorry that this happened.  After receiving feedback from our players, basketball operations staff and ownership group, we believe that the wrong decision was made, and Sevyn should have been welcomed to sing. We apologize to her, and in an effort to move the conversation forward, we have reached out to offer her an opportunity to return and perform at a game of her choice. We are waiting to hear back. ” Streeter explained to the AP in a phone interview, ”I’d say two minutes before we were about to walk out   …     the organization told me that I could not wear my shirt while singing the national anthem at their game. ’’ She complained that she was never given a  specific dress code, nor asked to show her wardrobe before her performance. ESPN reported that   entertainers must sign a contract which is subject to cancellation if the 76ers deem that the performance does not meet the standards described in the agreement. Streeter admitted the entire episode has been disturbing and tweeted Wednesday night: Was suppose to sing the anthem at  @sixers  @okcthunder game but mins b4 @sixers said I couldn’t because I was wearing a ”We Matter” jersey pic. twitter.   —   Sevyn (@sevyn) October 27, 2016,  She has since expressed that she “was angry  —   extremely, extremely angry  —   and disappointed and honestly brought to tears by all of it. It broke my heart. ’’ Streeter asserted that she was “very excited about being able to perform the national anthem. I was really looking forward to that. ” The   joins protesters such as San Francisco 49ers quarterback Collin Kaepernick and national anthem singer Denasia Lawrence  in using the anthem as a platform to express their dissatisfaction with America. Streeter said that ”it was important to express the ongoing challenges and ongoing injustice we face as a black community within the United States of America  —   that’s very important to me. ” She added, “Yes, we live in the greatest country in the world, but there are issues that we cannot ignore. This can’t be ignored. ”"
Reuters: Trump Support Edges Higher in Wake of Orlando - Breitbart,"The latest polling data from Reuters finds voters shifting support to Donald Trump in the days following the Orlando terrorist attack. [Prior to the attack, Hillary Clinton led Trump by almost 15 points in the Reuters tracking survey. In the latest results, Clinton leads Trump by 10 points.  The results run counter to the media narrative since the terrorist attack in Florida. Politico, for example, has run    stories this week exploring how Trump “flubbed” his response to the attack. Voters, however, don’t simply look at snap political statements in the wake of significant events to gauge candidates. The specifics of events themselves can shift the political landscape. The Reuters survey is based on a   rolling average of interviews with around 1, 200 likely voters. Most polls capture a   of the race within a small window of time. Many of the polls released this week included a large number of interviews conducted prior to the Orlando attack. The overwhelming majority of interviews in the widely cited Bloomberg poll earlier this week, for example, were conducted before the terrorist attack. That survey showed Hillary Clinton leading Donald Trump by 12 points. The poll was released, of course, after the country was reeling from the aftermath of the Orlando attack and was breathlessly reported by the media as somehow reflecting the state of the race. The poll itself, though, was outdated as soon as Omar Mateen murdered 49 people in his own act of jihad. Terrorism has shot back to the top of voters’ concerns since the Orlando attack. In early May, terrorism was a distant third on the issues most important to voters, according to Reuters data. It was essentially tied with a host of other issues, including healthcare, unemployment and immigration. By   however, terrorism was again the number one issue on voters’ minds, edging out concerns over the economy. All other issues, like healthcare and immigration, had slipped to the   digits. Support for a temporary ban on Muslims also increased. Today, a plurality of voters support a ban on Muslim immigration into the US. A small majority of likely voters support a ban. At the end of May, a solid majority of voters opposed such a ban. Practically speaking, a blanket ban, even temporary, on Muslim immigration into the U. S. is unworkable. It is hard to imagine how such a policy could be crafted or implemented. It would likely be tied up in litigation long before it came into effect. Indeed, House Republican Speaker Paul Ryan, showing the aggressivness Republicans only show to each other, threatened to sue a President Trump over such a proposal. That said, a ban is supported by a large segment of voters. Politically, it is a split decision, with equal numbers of voters supporting and opposing a ban. This alone speaks volumes about the frustrations and distrust voters have with political leaders today. A blanket ban, after all, makes sense if one doesn’t trust the government or political leaders to enforce existing laws or pursue potential threats with the necessary vigor. The attack by Omar Mateen exposed, again, multiple failures of law enforcement or federal authorities to recognize potential threats. A blanket ban simply saves us the consequences of future bad decisions by federal authorities. With terrorism catapulting back to the top of voters’ concerns and support for a ban on Muslim immigrants increasing, it isn’t surprising that Trump has gained in the polls this week. Events like the Orlando terrorist attack shape a Presidential campaign far more than the   statements and punditry that fills cable news hours. Hillary Clinton’s strong showing in polls conducted before the Orlando attack also weren’t surprising. She had finally “won” her primary against Vermont socialist Sen. Bernie Sanders, according to the media. Her campaign was enveloped by warm headlines about this or that national Democrat figure endorsing her campaign in the wake of her victory. Her campaign “success” was the story of last week, just as Trump’s primary campaign success was story in the final weeks of May. Trump got a poll bump in the wake of his victory, just as Hillary Clinton was receiving a bump from her win. And, then, Orlando happened. Former UK Prime Minister Harold Macmillan was famously asked by a journalist what could derail his government’s plans. “Events, my dear boy, events,” Macmillan is alleged to have responded. A great deal of a Presidential campaign is already “baked into the cake,” because of particular demographics, partisan loyalties, the overall economy and unique features of each candidate. Outside   though, can change the trajectory. The financial crash in late 2008 altered that election in ways that couldn’t have been forseen. The Orlando attack is already changing the opening days of the general election. Hillary Clinton was set to dominate polling for at least a few weeks following her primary win. Her polling honeymoon, however, seems to have ended just days after she left the Democrat alter. Orlando was certainly an event. It may have sparked another change in the Presidential race."
